"","Subject","Word","RT","BaseFrequency","GenderCode","RT_raw_ms","RT_raw_s"
"1","pp1","basaalheid",6.69,3.56,1,804.322252143982,0.804322252143982
"2","pp1","markantheid",6.81,5.16,1,906.870806947572,0.906870806947572
"3","pp1","ontroerdheid",6.51,5.55,1,671.826417591094,0.671826417591094
"4","pp1","contentheid",6.58,4.5,1,720.53932924916,0.72053932924916
"5","pp1","riantheid",6.86,4.53,1,953.367067491184,0.953367067491184
"6","pp1","tembaarheid",6.35,0,1,572.492709013671,0.572492709013671
"7","pp1","onattentheid",6.69,1.61,1,804.322252143982,0.804322252143982
"8","pp1","bebrildheid",7.17,3.61,1,1299.84460280403,1.29984460280403
"9","pp1","geurloosheid",6.58,2.56,1,720.53932924916,0.72053932924916
"10","pp1","ovaalheid",6.98,5.86,1,1074.91836699577,1.07491836699577
"11","pp1","erkendheid",6.38,6.52,1,589.927707658469,0.589927707658469
"12","pp1","coulantheid",6.67,1.79,1,788.395604462632,0.788395604462632
"13","pp1","labielheid",6.71,4.38,1,820.570639450628,0.820570639450628
"14","pp1","visrijkheid",6.54,3.04,1,692.286578036492,0.692286578036492
"15","pp1","ondiepheid",6.32,5.66,1,555.572992451403,0.555572992451403
"16","pp1","onwelheid",7,3.97,1,1096.63315842846,1.09663315842846
"17","pp1","blusbaarheid",6.74,0,1,845.560735851037,0.845560735851037
"18","pp1","tilbaarheid",6.55,0,1,699.244173815885,0.699244173815885
"19","pp1","gammelheid",6.55,4.91,1,699.244173815885,0.699244173815885
"20","pp1","koketheid",6.85,4.79,1,943.880906671578,0.943880906671578
"21","pp1","ludiekheid",6.8,4.14,1,897.847291650418,0.897847291650418
"22","pp1","banaalheid",6.95,5.74,1,1043.1497281803,1.0431497281803
"23","pp1","bezweetheid",6.45,4.75,1,632.702292812254,0.632702292812254
"24","pp1","beschutheid",6.57,4.79,1,713.369843132868,0.713369843132868
"25","pp1","antiekheid",6.98,6.75,1,1074.91836699577,1.07491836699577
"26","pp1","pitloosheid",6.69,0,1,804.322252143982,0.804322252143982
"27","pp1","kalkrijkheid",7.07,3.14,1,1176.14803424917,1.17614803424917
"28","pp1","onbelastheid",6.58,3.18,1,720.53932924916,0.72053932924916
"29","pp1","beuheid",7.11,5.07,1,1224.14754609174,1.22414754609174
"30","pp1","dementheid",6.48,3.83,1,651.970946271172,0.651970946271172
"31","pp1","royaalheid",6.69,6.09,1,804.322252143982,0.804322252143982
"32","pp10","enormheid",6.17,8.42,1,478.186106089261,0.478186106089261
"33","pp10","markantheid",6.14,5.16,1,464.053570859276,0.464053570859276
"34","pp10","ontroerdheid",6.08,5.55,1,437.029194718391,0.437029194718391
"35","pp10","contentheid",6.61,4.5,1,742.483018716623,0.742483018716623
"36","pp10","riantheid",6.2,4.53,1,492.749041093256,0.492749041093256
"37","pp10","tembaarheid",6.44,0,1,626.406799811489,0.626406799811489
"38","pp10","onattentheid",6.69,1.61,1,804.322252143982,0.804322252143982
"39","pp10","bebrildheid",6.46,3.61,1,639.061056569553,0.639061056569553
"40","pp10","aftandsheid",6.98,4.2,1,1074.91836699577,1.07491836699577
"41","pp10","geurloosheid",6.3,2.56,1,544.571910125929,0.544571910125929
"42","pp10","ovaalheid",6.42,5.86,1,614.003114125552,0.614003114125552
"43","pp10","erkendheid",6.19,6.52,1,487.846106214441,0.487846106214441
"44","pp10","coulantheid",6.5,1.79,1,665.141633044362,0.665141633044362
"45","pp10","tilbaarheid",6.97,0,1,1064.22275053809,1.06422275053809
"46","pp10","gammelheid",6.98,4.91,1,1074.91836699577,1.07491836699577
"47","pp10","pipsheid",6.87,3.33,1,962.948565812014,0.962948565812014
"48","pp10","banaalheid",6.3,5.74,1,544.571910125929,0.544571910125929
"49","pp10","bezweetheid",6.19,4.75,1,487.846106214441,0.487846106214441
"50","pp10","beschutheid",6.5,4.79,1,665.141633044362,0.665141633044362
"51","pp10","pitloosheid",6.2,0,1,492.749041093256,0.492749041093256
"52","pp10","kortafheid",6.33,5.87,1,561.156593852991,0.561156593852991
"53","pp10","dementheid",6.68,3.83,1,796.319112015905,0.796319112015905
"54","pp10","royaalheid",6.51,6.09,1,671.826417591094,0.671826417591094
"55","pp11","riantheid",6.41,4.53,1,607.893681061474,0.607893681061474
"56","pp11","ovaalheid",6.43,5.86,1,620.173948012713,0.620173948012713
"57","pp11","aftandsheid",7.21,4.2,1,1352.89226737426,1.35289226737426
"58","pp11","tactvolheid",6.59,4.75,1,727.780869898828,0.727780869898828
"59","pp11","tembaarheid",6.39,0,1,595.856579688016,0.595856579688016
"60","pp11","summierheid",6.88,5.3,1,972.626359791884,0.972626359791884
"61","pp11","tilbaarheid",6.89,0,1,982.401417218259,0.982401417218259
"62","pp11","pitloosheid",6.41,0,1,607.893681061474,0.607893681061474
"63","pp11","labielheid",6.43,4.38,1,620.173948012713,0.620173948012713
"64","pp11","contentheid",6.22,4.5,1,502.703232020239,0.502703232020239
"65","pp11","saprijkheid",6.92,0,1,1012.31999453492,1.01231999453492
"66","pp11","dementheid",6.34,3.83,1,566.796311381596,0.566796311381596
"67","pp11","enormheid",6.59,8.42,1,727.780869898828,0.727780869898828
"68","pp11","royaalheid",6.26,6.09,1,523.218940108001,0.523218940108001
"69","pp11","jofelheid",6.32,3.33,1,555.572992451403,0.555572992451403
"70","pp11","blusbaarheid",7.11,0,1,1224.14754609174,1.22414754609174
"71","pp11","basaalheid",6.57,3.56,1,713.369843132868,0.713369843132868
"72","pp11","kalkrijkheid",6.63,3.14,1,757.482170641809,0.757482170641809
"73","pp11","kortafheid",6.33,5.87,1,561.156593852991,0.561156593852991
"74","pp11","ontroerdheid",6.47,5.55,1,645.483726965062,0.645483726965062
"75","pp11","banaalheid",6.61,5.74,1,742.483018716623,0.742483018716623
"76","pp11","erkendheid",6.51,6.52,1,671.826417591094,0.671826417591094
"77","pp11","coulantheid",6.53,1.79,1,685.398211491809,0.685398211491809
"78","pp11","geurloosheid",6.25,2.56,1,518.012824668342,0.518012824668342
"79","pp11","ondiepheid",6.11,5.66,1,450.338715167621,0.450338715167621
"80","pp11","onwelheid",6.67,3.97,1,788.395604462632,0.788395604462632
"81","pp11","gammelheid",6.72,4.91,1,828.81751148147,0.82881751148147
"82","pp12","ondiepheid",6.54,5.66,1,692.286578036492,0.692286578036492
"83","pp12","royaalheid",6.61,6.09,1,742.483018716623,0.742483018716623
"84","pp12","antiekheid",6.88,6.75,1,972.626359791884,0.972626359791884
"85","pp12","beschutheid",6.94,4.79,1,1032.7702149604,1.0327702149604
"86","pp12","gammelheid",6.93,4.91,1,1022.49397962264,1.02249397962264
"87","pp12","onattentheid",6.71,1.61,1,820.570639450628,0.820570639450628
"88","pp12","tembaarheid",6.76,0,1,862.642195789237,0.862642195789237
"89","pp12","erkendheid",6.46,6.52,1,639.061056569553,0.639061056569553
"90","pp12","riantheid",6.78,4.53,1,880.068724107803,0.880068724107803
"91","pp12","kortafheid",6.87,5.87,1,962.948565812014,0.962948565812014
"92","pp12","labielheid",6.92,4.38,1,1012.31999453492,1.01231999453492
"93","pp12","ontroerdheid",6.67,5.55,1,788.395604462632,0.788395604462632
"94","pp13","enormheid",6.82,8.42,1,915.98501008115,0.91598501008115
"95","pp13","markantheid",6.99,5.16,1,1085.72147618592,1.08572147618592
"96","pp13","ontroerdheid",6.42,5.55,1,614.003114125552,0.614003114125552
"97","pp13","lobbigheid",6.85,0,1,943.880906671578,0.943880906671578
"98","pp13","contentheid",6.7,4.5,1,812.405825167543,0.812405825167543
"99","pp13","riantheid",6.79,4.53,1,888.913561830637,0.888913561830637
"100","pp13","tembaarheid",7,0,1,1096.63315842846,1.09663315842846
"101","pp13","onattentheid",6.68,1.61,1,796.319112015905,0.796319112015905
"102","pp13","bebrildheid",6.86,3.61,1,953.367067491184,0.953367067491184
"103","pp13","geurloosheid",6.75,2.56,1,854.058762526152,0.854058762526152
"104","pp13","erkendheid",7.2,6.52,1,1339.43076439442,1.33943076439442
"105","pp13","labielheid",6.53,4.38,1,685.398211491809,0.685398211491809
"106","pp13","visrijkheid",6.83,3.04,1,925.190812479059,0.925190812479059
"107","pp13","ondiepheid",7.33,5.66,1,1525.38177199056,1.52538177199056
"108","pp13","onwelheid",6.86,3.97,1,953.367067491184,0.953367067491184
"109","pp13","blusbaarheid",7.08,0,1,1187.96851850909,1.18796851850909
"110","pp13","tilbaarheid",7.04,0,1,1141.38760662897,1.14138760662897
"111","pp13","koketheid",6.85,4.79,1,943.880906671578,0.943880906671578
"112","pp13","ludiekheid",6.72,4.14,1,828.81751148147,0.82881751148147
"113","pp13","pipsheid",6.57,3.33,1,713.369843132868,0.713369843132868
"114","pp13","banaalheid",6.68,5.74,1,796.319112015905,0.796319112015905
"115","pp13","bezweetheid",6.9,4.75,1,992.274715605026,0.992274715605026
"116","pp13","beschutheid",6.95,4.79,1,1043.1497281803,1.0431497281803
"117","pp13","tactvolheid",6.37,4.75,1,584.057828891295,0.584057828891295
"118","pp13","jofelheid",6.42,3.33,1,614.003114125552,0.614003114125552
"119","pp13","pitloosheid",6.42,0,1,614.003114125552,0.614003114125552
"120","pp13","onbelastheid",6.57,3.18,1,713.369843132868,0.713369843132868
"121","pp13","saprijkheid",7.1,0,1,1211.96707449258,1.21196707449258
"122","pp13","beuheid",6.8,5.07,1,897.847291650418,0.897847291650418
"123","pp13","dementheid",6.77,3.83,1,871.311893990772,0.871311893990772
"124","pp13","royaalheid",6.45,6.09,1,632.702292812254,0.632702292812254
"125","pp14","riantheid",6.61,4.53,1,742.483018716623,0.742483018716623
"126","pp14","beuheid",6.25,5.07,1,518.012824668342,0.518012824668342
"127","pp14","ovaalheid",6.39,5.86,1,595.856579688016,0.595856579688016
"128","pp14","aftandsheid",6.32,4.2,1,555.572992451403,0.555572992451403
"129","pp14","beschutheid",6.22,4.79,1,502.703232020239,0.502703232020239
"130","pp14","tactvolheid",6.2,4.75,1,492.749041093256,0.492749041093256
"131","pp14","tembaarheid",6.21,0,1,497.701251286807,0.497701251286807
"132","pp14","summierheid",6.61,5.3,1,742.483018716623,0.742483018716623
"133","pp14","tilbaarheid",6.89,0,1,982.401417218259,0.982401417218259
"134","pp14","pitloosheid",6.46,0,1,639.061056569553,0.639061056569553
"135","pp14","labielheid",6.34,4.38,1,566.796311381596,0.566796311381596
"136","pp14","contentheid",6.17,4.5,1,478.186106089261,0.478186106089261
"137","pp14","dementheid",6.25,3.83,1,518.012824668342,0.518012824668342
"138","pp14","enormheid",6.39,8.42,1,595.856579688016,0.595856579688016
"139","pp14","bebrildheid",6.71,3.61,1,820.570639450628,0.820570639450628
"140","pp14","royaalheid",6.45,6.09,1,632.702292812254,0.632702292812254
"141","pp14","jofelheid",6.61,3.33,1,742.483018716623,0.742483018716623
"142","pp14","blusbaarheid",6.5,0,1,665.141633044362,0.665141633044362
"143","pp14","basaalheid",6.07,3.56,1,432.680681574476,0.432680681574476
"144","pp14","kalkrijkheid",6.19,3.14,1,487.846106214441,0.487846106214441
"145","pp14","kortafheid",6.21,5.87,1,497.701251286807,0.497701251286807
"146","pp14","ontroerdheid",6.26,5.55,1,523.218940108001,0.523218940108001
"147","pp14","lobbigheid",6.45,0,1,632.702292812254,0.632702292812254
"148","pp14","banaalheid",6.42,5.74,1,614.003114125552,0.614003114125552
"149","pp14","erkendheid",6.26,6.52,1,523.218940108001,0.523218940108001
"150","pp14","coulantheid",6.33,1.79,1,561.156593852991,0.561156593852991
"151","pp14","geurloosheid",6.61,2.56,1,742.483018716623,0.742483018716623
"152","pp14","antiekheid",6.3,6.75,1,544.571910125929,0.544571910125929
"153","pp14","ludiekheid",6.58,4.14,1,720.53932924916,0.72053932924916
"154","pp14","ondiepheid",6.17,5.66,1,478.186106089261,0.478186106089261
"155","pp14","markantheid",6.28,5.16,1,533.788663825561,0.533788663825561
"156","pp14","pipsheid",6.29,3.33,1,539.153329084643,0.539153329084643
"157","pp14","bezweetheid",6.23,4.75,1,507.755483495794,0.507755483495794
"158","pp14","onbelastheid",6.48,3.18,1,651.970946271172,0.651970946271172
"159","pp14","koketheid",6.23,4.79,1,507.755483495794,0.507755483495794
"160","pp14","onattentheid",6.37,1.61,1,584.057828891295,0.584057828891295
"161","pp14","onwelheid",6.23,3.97,1,507.755483495794,0.507755483495794
"162","pp14","visrijkheid",6.26,3.04,1,523.218940108001,0.523218940108001
"163","pp14","gammelheid",6.21,4.91,1,497.701251286807,0.497701251286807
"164","pp15","koketheid",6.46,4.79,1,639.061056569553,0.639061056569553
"165","pp15","bezweetheid",6.69,4.75,1,804.322252143982,0.804322252143982
"166","pp15","ondiepheid",6.43,5.66,1,620.173948012713,0.620173948012713
"167","pp15","royaalheid",6.4,6.09,1,601.845037872082,0.601845037872082
"168","pp15","antiekheid",6.76,6.75,1,862.642195789237,0.862642195789237
"169","pp15","beschutheid",6.75,4.79,1,854.058762526152,0.854058762526152
"170","pp15","gammelheid",6.78,4.91,1,880.068724107803,0.880068724107803
"171","pp15","tactvolheid",6.45,4.75,1,632.702292812254,0.632702292812254
"172","pp15","onattentheid",6.48,1.61,1,651.970946271172,0.651970946271172
"173","pp15","tembaarheid",6.69,0,1,804.322252143982,0.804322252143982
"174","pp15","contentheid",6.54,4.5,1,692.286578036492,0.692286578036492
"175","pp15","erkendheid",6.34,6.52,1,566.796311381596,0.566796311381596
"176","pp15","riantheid",7.31,4.53,1,1495.17718919145,1.49517718919145
"177","pp15","beuheid",6.6,5.07,1,735.095189241973,0.735095189241973
"178","pp15","dementheid",6.52,3.83,1,678.578385339442,0.678578385339442
"179","pp15","banaalheid",6.9,5.74,1,992.274715605026,0.992274715605026
"180","pp15","blusbaarheid",6.49,0,1,658.523363215221,0.658523363215221
"181","pp15","basaalheid",6.69,3.56,1,804.322252143982,0.804322252143982
"182","pp15","ludiekheid",6.78,4.14,1,880.068724107803,0.880068724107803
"183","pp15","ovaalheid",6.6,5.86,1,735.095189241973,0.735095189241973
"184","pp15","visrijkheid",6.52,3.04,1,678.578385339442,0.678578385339442
"185","pp15","pitloosheid",6.5,0,1,665.141633044362,0.665141633044362
"186","pp15","jofelheid",6.53,3.33,1,685.398211491809,0.685398211491809
"187","pp15","kalkrijkheid",6.54,3.14,1,692.286578036492,0.692286578036492
"188","pp15","coulantheid",6.78,1.79,1,880.068724107803,0.880068724107803
"189","pp15","ontroerdheid",6.47,5.55,1,645.483726965062,0.645483726965062
"190","pp15","markantheid",7.15,5.16,1,1274.10595517345,1.27410595517345
"191","pp15","summierheid",6.71,5.3,1,820.570639450628,0.820570639450628
"192","pp15","enormheid",6.45,8.42,1,632.702292812254,0.632702292812254
"193","pp15","onwelheid",6.41,3.97,1,607.893681061474,0.607893681061474
"194","pp15","tilbaarheid",6.4,0,1,601.845037872082,0.601845037872082
"195","pp15","geurloosheid",6.42,2.56,1,614.003114125552,0.614003114125552
"196","pp15","pipsheid",6.78,3.33,1,880.068724107803,0.880068724107803
"197","pp15","aftandsheid",6.4,4.2,1,601.845037872082,0.601845037872082
"198","pp16","enormheid",6.31,8.42,1,550.044948812039,0.550044948812039
"199","pp16","basaalheid",6.61,3.56,1,742.483018716623,0.742483018716623
"200","pp16","markantheid",6.3,5.16,1,544.571910125929,0.544571910125929
"201","pp16","ontroerdheid",6.52,5.55,1,678.578385339442,0.678578385339442
"202","pp16","lobbigheid",6.44,0,1,626.406799811489,0.626406799811489
"203","pp16","contentheid",6.45,4.5,1,632.702292812254,0.632702292812254
"204","pp16","riantheid",6.33,4.53,1,561.156593852991,0.561156593852991
"205","pp16","tembaarheid",6.42,0,1,614.003114125552,0.614003114125552
"206","pp16","onattentheid",6.23,1.61,1,507.755483495794,0.507755483495794
"207","pp16","bebrildheid",6.26,3.61,1,523.218940108001,0.523218940108001
"208","pp16","aftandsheid",6.73,4.2,1,837.147265954143,0.837147265954143
"209","pp16","geurloosheid",6.5,2.56,1,665.141633044362,0.665141633044362
"210","pp16","ovaalheid",6.26,5.86,1,523.218940108001,0.523218940108001
"211","pp16","erkendheid",6.32,6.52,1,555.572992451403,0.555572992451403
"212","pp16","coulantheid",6.34,1.79,1,566.796311381596,0.566796311381596
"213","pp16","labielheid",6.37,4.38,1,584.057828891295,0.584057828891295
"214","pp16","visrijkheid",6.42,3.04,1,614.003114125552,0.614003114125552
"215","pp16","ondiepheid",6.47,5.66,1,645.483726965062,0.645483726965062
"216","pp16","onwelheid",6.42,3.97,1,614.003114125552,0.614003114125552
"217","pp16","blusbaarheid",6.67,0,1,788.395604462632,0.788395604462632
"218","pp16","tilbaarheid",6.52,0,1,678.578385339442,0.678578385339442
"219","pp16","gammelheid",6.35,4.91,1,572.492709013671,0.572492709013671
"220","pp16","koketheid",6.47,4.79,1,645.483726965062,0.645483726965062
"221","pp16","ludiekheid",6.33,4.14,1,561.156593852991,0.561156593852991
"222","pp16","pipsheid",6.27,3.33,1,528.477377877687,0.528477377877687
"223","pp16","banaalheid",6.5,5.74,1,665.141633044362,0.665141633044362
"224","pp16","bezweetheid",6.57,4.75,1,713.369843132868,0.713369843132868
"225","pp16","beschutheid",6.3,4.79,1,544.571910125929,0.544571910125929
"226","pp16","antiekheid",6.19,6.75,1,487.846106214441,0.487846106214441
"227","pp16","tactvolheid",6.51,4.75,1,671.826417591094,0.671826417591094
"228","pp16","jofelheid",6.23,3.33,1,507.755483495794,0.507755483495794
"229","pp16","pitloosheid",6.55,0,1,699.244173815885,0.699244173815885
"230","pp16","summierheid",6.5,5.3,1,665.141633044362,0.665141633044362
"231","pp16","kalkrijkheid",6.39,3.14,1,595.856579688016,0.595856579688016
"232","pp16","onbelastheid",6.23,3.18,1,507.755483495794,0.507755483495794
"233","pp16","kortafheid",6.36,5.87,1,578.246356393727,0.578246356393727
"234","pp16","saprijkheid",6.23,0,1,507.755483495794,0.507755483495794
"235","pp16","beuheid",6.34,5.07,1,566.796311381596,0.566796311381596
"236","pp16","dementheid",6.19,3.83,1,487.846106214441,0.487846106214441
"237","pp16","royaalheid",6.26,6.09,1,523.218940108001,0.523218940108001
"238","pp17","riantheid",6.79,4.53,1,888.913561830637,0.888913561830637
"239","pp17","beuheid",6.92,5.07,1,1012.31999453492,1.01231999453492
"240","pp17","ovaalheid",6.39,5.86,1,595.856579688016,0.595856579688016
"241","pp17","beschutheid",6.63,4.79,1,757.482170641809,0.757482170641809
"242","pp17","tactvolheid",7.07,4.75,1,1176.14803424917,1.17614803424917
"243","pp17","tembaarheid",7.1,0,1,1211.96707449258,1.21196707449258
"244","pp17","summierheid",7.06,5.3,1,1164.4451657728,1.1644451657728
"245","pp17","tilbaarheid",6.98,0,1,1074.91836699577,1.07491836699577
"246","pp17","labielheid",7.12,4.38,1,1236.45043346563,1.23645043346563
"247","pp17","contentheid",6.75,4.5,1,854.058762526152,0.854058762526152
"248","pp17","dementheid",6.74,3.83,1,845.560735851037,0.845560735851037
"249","pp17","enormheid",7.21,8.42,1,1352.89226737426,1.35289226737426
"250","pp17","royaalheid",7.13,6.09,1,1248.87696691326,1.24887696691326
"251","pp17","jofelheid",7.04,3.33,1,1141.38760662897,1.14138760662897
"252","pp17","basaalheid",7.26,3.56,1,1422.25653720118,1.42225653720118
"253","pp17","kalkrijkheid",7.24,3.14,1,1394.09397086646,1.39409397086646
"254","pp17","kortafheid",6.71,5.87,1,820.570639450628,0.820570639450628
"255","pp17","ontroerdheid",6.83,5.55,1,925.190812479059,0.925190812479059
"256","pp17","banaalheid",6.88,5.74,1,972.626359791884,0.972626359791884
"257","pp17","erkendheid",6.65,6.52,1,772.78432553515,0.77278432553515
"258","pp17","coulantheid",6.96,1.79,1,1053.63355724232,1.05363355724232
"259","pp17","geurloosheid",6.62,2.56,1,749.945097111882,0.749945097111882
"260","pp17","ondiepheid",7.34,5.66,1,1540.71211366621,1.54071211366621
"261","pp17","markantheid",6.72,5.16,1,828.81751148147,0.82881751148147
"262","pp17","bezweetheid",7.31,4.75,1,1495.17718919145,1.49517718919145
"263","pp17","koketheid",7.04,4.79,1,1141.38760662897,1.14138760662897
"264","pp17","onattentheid",6.92,1.61,1,1012.31999453492,1.01231999453492
"265","pp17","onwelheid",7.14,3.97,1,1261.4283890983,1.2614283890983
"266","pp18","koketheid",7.04,4.79,1,1141.38760662897,1.14138760662897
"267","pp18","bezweetheid",6.51,4.75,1,671.826417591094,0.671826417591094
"268","pp18","ondiepheid",6.65,5.66,1,772.78432553515,0.77278432553515
"269","pp18","saprijkheid",6.94,0,1,1032.7702149604,1.0327702149604
"270","pp18","royaalheid",6.99,6.09,1,1085.72147618592,1.08572147618592
"271","pp18","antiekheid",6.32,6.75,1,555.572992451403,0.555572992451403
"272","pp18","beschutheid",6.94,4.79,1,1032.7702149604,1.0327702149604
"273","pp18","gammelheid",6.45,4.91,1,632.702292812254,0.632702292812254
"274","pp18","tactvolheid",6.64,4.75,1,765.094993020038,0.765094993020038
"275","pp18","onattentheid",6.65,1.61,1,772.78432553515,0.77278432553515
"276","pp18","tembaarheid",6.52,0,1,678.578385339442,0.678578385339442
"277","pp18","contentheid",6.54,4.5,1,692.286578036492,0.692286578036492
